|                  data|uncertainty| identifier|
|                double|     double|       char|
|                      |      %    |           |
|                  null|       null|       null|
  0.0006601449818858495        28.0 CII_158/FIR 
   0.000933875629941011        28.0 CII_158/FIR 
 0.00027649477710702506        28.0 CII_158/FIR 
 0.00033811010801806354        28.0 CII_158/FIR 
  0.0003284191947355791        28.0 CII_158/FIR 
  0.0003306376218207863        28.0 CII_158/FIR 
  0.0004363760040481135        28.0 CII_158/FIR 
  0.0005381125754870367        28.0 CII_158/FIR 
 0.00022825725890868333        28.0 CII_158/FIR 
 0.00033448769439908886        28.0 CII_158/FIR 
   0.000428189178077219        28.0 CII_158/FIR 
  0.0004929126990585864        28.0 CII_158/FIR 
  0.0006085899157565629        28.0 CII_158/FIR 
  0.0007142895968077815        28.0 CII_158/FIR 
  0.0003148396669362785        28.0 CII_158/FIR 
  0.0005090894979570993        28.0 CII_158/FIR 
  0.0006623039461279714        28.0 CII_158/FIR 
  0.0008132622117301867        28.0 CII_158/FIR 
  0.0010056044323940821        28.0 CII_158/FIR 
  0.0005018490898134048        28.0 CII_158/FIR 
  0.0008466721685768889        28.0 CII_158/FIR 
   0.001191667085745243        28.0 CII_158/FIR 
