|                  data|uncertainty| identifier|
|                double|     double|       char|
|                      |      %    |           |
|                  null|       null|       null|
  0.0008049642662682548        20.0 CII_158/FIR 
  0.0009917007587732353        20.0 CII_158/FIR 
  0.0010874552343245214        20.0 CII_158/FIR 
  0.0005780078390145661        20.0 CII_158/FIR 
  0.0007174365214887062        20.0 CII_158/FIR 
  0.0006523881557869164        20.0 CII_158/FIR 
  0.0004700701922308949        20.0 CII_158/FIR 
  0.0005282797602120935        20.0 CII_158/FIR 
  0.0006300952480383955        20.0 CII_158/FIR 
  0.0007333241925823796        20.0 CII_158/FIR 
  0.0008662785937720587        20.0 CII_158/FIR 
  0.0009260784984175111        20.0 CII_158/FIR 
  0.0002872500515168453        20.0 CII_158/FIR 
 0.00042557580896689974        20.0 CII_158/FIR 
  0.0004138596737788887        20.0 CII_158/FIR 
  0.0004454293422682633        20.0 CII_158/FIR 
  0.0004637883235435058        20.0 CII_158/FIR 
   0.000593195966638503        20.0 CII_158/FIR 
  0.0007793393501306357        20.0 CII_158/FIR 
  0.0008799867709553105        20.0 CII_158/FIR 
  0.0003024213517140529        20.0 CII_158/FIR 
  0.0002869189707899442        20.0 CII_158/FIR 
 0.00033160690858880724        20.0 CII_158/FIR 
 0.00036116755581776044        20.0 CII_158/FIR 
 0.00045973600084297714        20.0 CII_158/FIR 
   0.000557255500562725        20.0 CII_158/FIR 
  0.0007002195804875698        20.0 CII_158/FIR 
  0.0008600548775839168        20.0 CII_158/FIR 
  0.0009533532783919632        20.0 CII_158/FIR 
  0.0004213622295471492        20.0 CII_158/FIR 
  0.0003210298602715948        20.0 CII_158/FIR 
 0.00048421834525769246        20.0 CII_158/FIR 
 0.00042399953660838727        20.0 CII_158/FIR 
 0.00046474894063836734        20.0 CII_158/FIR 
 0.00046332286369303187        20.0 CII_158/FIR 
  0.0007933136840679747        20.0 CII_158/FIR 
   0.001100370251743009        20.0 CII_158/FIR 
 0.00037558079915602616        20.0 CII_158/FIR 
 0.00039693775661016757        20.0 CII_158/FIR 
  0.0003484456567265137        20.0 CII_158/FIR 
  0.0004316477799687594        20.0 CII_158/FIR 
  0.0003736089620217018        20.0 CII_158/FIR 
  0.0005480332123587309        20.0 CII_158/FIR 
  0.0009235910503456036        20.0 CII_158/FIR 
  0.0014729915000431444        20.0 CII_158/FIR 
